cid,text,time,digg_count,reply_comment_total,user_id,user_nickname,user_unique_id,referer
7139059232133808922,Chuẩn,2022-09-03 07:56:08,0,0,6952016864035226625,TuyetPham83,tuyetpham1983,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139054637588316954,dthhh @bhh_m_khoa,2022-09-03 07:38:17,0,0,6797949076849492993,Lộc Lộc,locloc118,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139053488146891547,Theo luật hấp dẫn thì ko nên suy nghĩ vậy nhé 😅,2022-09-03 07:33:47,0,0,125905746608898048,Hvtt131,hiiamnguyen13,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139040667951366939,Điều này ko phải ngĩ rằng nữa đâu mà thực ra đã được phật pháp truyền dạy từ lâu,2022-09-03 06:44:06,0,0,6555525242491125761,Linh,liinggmei,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139067740292039451,Đúng,2022-09-03 08:29:08,0,0,7095965551382594561,linhlinh23855,linhlinh23855,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139031244952601371,Mình 2k nhưng mình hiểu cách đây mấy năm r 😌,2022-09-03 06:07:34,0,0,6712823610840564737,Yến Nhi,yennhigiang28,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139026255505392410,"cái bạn nghĩ giống tôi nghĩ lắm á, tôi không bao giờ để cho mình vui quá đà",2022-09-03 05:48:12,0,0,6608154457829097473,Nguyễn Truyền Thống,nguyentruyentho,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139828206467810075,Hiếm bạn trẻ nào hiểu được điều này,2022-09-05 09:40:12,0,3,6698615038121395202,Bùi Thị Diệu Trang,dieutrang0825,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139907015115424513,Trẻ mà hiểu sâu sắc nhỉ,2022-09-05 14:46:42,0,0,6641406488873205762,Duc osaka,ducsator,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139863392597558043,what?,2022-09-05 11:56:42,0,0,6577498686779097090,Sean Dang496,seandang123,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139740173097583387,Y chang suy nghĩ của mình,2022-09-05 03:58:36,0,0,7030456894528521243,Liên Thảo,mclienthao.28,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139817735470465818,Đức Phật đã dạy rồi ạ,2022-09-05 08:59:27,0,0,7054453255473153026,Nguyễn Hoa40523,hoatl93,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139573469280650011,Chuẩn ạ,2022-09-04 17:11:42,0,0,6785411298848326657,Trà My,mysunna,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7140258343306478363,quá hay quá đúng,2022-09-06 13:29:14,0,0,6887656079380628486,Hiền Violet,user4065115507510,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139916831263572763,Mình nghĩ và Mình đã đc dạy nó khác nhau lắm đấy,2022-09-05 15:24:01,0,0,6693462671176647682,luon mim cuoi 8X,friendlysmile8x,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139867519132648218,Nam Mô a Di Đà Phật,2022-09-05 12:12:37,0,0,6596994993700683777,Tiểu Muội Muội 🌈🌈🌈,rainnnbows,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139862698217014042,đúng vậy nên cs của m rất giản dị.khiêm tốn. tiết kiệm,2022-09-05 11:53:55,0,0,6721744615529300994,Hà Ngọc Nguyễn,vaikydanang,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139845052138799899,cùng suy nghĩ nên mình toàn xin sức khoẻ bình an thôi,2022-09-05 10:45:31,0,0,73466508444,Hồ Thị Na,nabi.1402,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139726201278874395,"Bạn Vy này nhận thức về phật pháp tốt đấy, mình đc biết là trước khi ngủ b hay đọc kinh , chúc vy lun đạt đc hp",2022-09-05 03:04:21,0,0,6794450390382806017,Meomeo9388,meomeo9388,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139563823057683226,ôi. mình cũng vậy Vy ơi,2022-09-04 16:34:20,0,0,6833749933204898817,Mèo Mập Mạp,meomapmap1511,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139525036024808219,Minh rất tinh vào nhân quả phước báu,2022-09-04 14:03:36,0,0,6555623989887598594,Oanh Trương,oanhtruong0805,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139215522943566593,Same,2022-09-03 18:03:00,0,0,6991258885902697477,Maddie🧿,_maddiee777,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7140116510479713026,"Chính xác quá , cảm ơn Vy",2022-09-06 04:20:26,0,0,6782154928283501570,dontuan8,dontuan8,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139925065802154754,"Đúng vậy,",2022-09-05 15:56:49,0,0,6946368381998892034,Hồ Trọng Đô 🇻🇳-🇰🇷,hotrongdo97,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139020603994096411,Phước là do mình tạo ra,2022-09-03 05:26:10,1,0,6570631712937836546,Alone,sontran1309,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138778911777932059,sai rồi mỗi người có lượng phước khác nhau...chứ phước mà nhất định thì cường đôla đi làm ăn mày rồi,2022-09-02 13:48:20,12,8,6986277491930268674,Cường,baybebya,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139577773152568091,Ntn gọi là hưởng thụ,2022-09-04 17:28:23,0,0,6704803378705433605,Khánh Linh,kalii1894,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139026393539199770,NAM MÔ A DI ĐÀ PHẬT,2022-09-03 05:48:40,0,0,6832559365569315841,T Lĩnh,tlinh5205,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139540639968838426,uh,2022-09-04 15:04:13,0,0,7027166083560047618,MiD1601,ad9394tp,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139093944231052059,Biết được càng sớm thì cs càng đỡ chật vật🥰🥰🥰,2022-09-03 10:10:47,0,0,6828107956196148226,KhoaNguyen,khoanguyenbp,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139037345060700954,Đúng rồi: phóng sinh,2022-09-03 06:31:16,0,0,6600238679569432577,TRẦN QUỐC HUY,staydance0,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138836209217045274,"Chúc mừng em đã tiến vào con đường tâm linh, tu tập 🥰",2022-09-02 17:30:53,0,0,7010993788927919130,An An Giảm Cân,anan_banhsocolagiamcan,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138814594696364826,Phước Hữu Lậu,2022-09-02 16:06:45,0,0,6586574759180369922,Phương Trần,phuong_tran_7777,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139131367174406939,"Phước cũng là 1 danh từ. Cứ sống tốt, sống vui vẻ và an nhiên, toả ra năng lượng với tần số cao, ắt những điều tốt đẹp sẽ đến thôi",2022-09-03 12:36:00,0,0,6751665871821227009,Khánh Chi,khanhchiphoebe,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139100869422088987,Tôi cũng đã hiểu điều này. Mọi người cảm thấy mình đang may mắn hãy chia sẻ với những người có hoàn cảnh khó khăn khác nhé!,2022-09-03 10:37:46,0,0,6803712639275107329,My My,mymy6134,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139082539394188058,"Cũng giống như tiêu tiền vậy, tiêu mà không làm thì nó sẽ hết. Đó là quy luật cuộc sống.",2022-09-03 09:26:33,0,0,6586051945088761857,Minh Phát,280502aa,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139885256283702042,"Đúng vậy. Mỗi lần đi du lịch về lại thấy tiếc nuối vì đã hưởng thụ hơi nhiều, và m lại từ thiện vui vẻ",2022-09-05 13:21:30,0,0,6986173534162830362,phukienxuatxin,phukienxuatxin,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139191633106993946,hưởng nh thi het tien lại fai làm tạo thêm,2022-09-03 16:29:55,0,0,7096738486149268482,dũng sĩ diệt óc,pzovenci,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138820922346504986,"Đúng vậy, mỗi lần hưởng thụ thì mình rất cắn rứt, và có lỗi",2022-09-02 16:31:27,0,0,7028871569197040641,Tui nè,biadiadethuong00,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139156596337525530,mình cũng sợ lắm mà lười quá huhu,2022-09-03 14:13:58,0,0,6900943527635698689,❀Huyen❀,linhuyen068,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139936795676902171,@gozedman,2022-09-05 16:41:39,1,0,6792928772377396226,Kiều Trinh,kieutrinh09,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139933824574391066,@Minh Nhat,2022-09-05 16:30:03,1,0,6813287026848039938,Ngọc Thanh,ngocthanhh61,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139481923201909531,@Hoàng Anh,2022-09-04 11:16:20,1,0,7036357891695395841,thoasya,thoasya,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139130518838575899,@Mít 🧜‍♀️,2022-09-03 12:32:42,1,0,75746035637,Thảo trứ aii,thao.phuongg09,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139063437406192410,@HOẠT MMO,2022-09-03 08:12:30,1,0,6507235246243807233,Mini🌾,mi_ni_hi,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138946027050599195,@Toàn Hoàng,2022-09-03 00:36:59,1,0,6580867349006745601,Thiên An,thienan4992,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7140051463980303131,@Thảo,2022-09-06 00:06:45,0,1,6827635459083437057,Đỗ Khang,dokhang497,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139920807660749595,@ny.bae6,2022-09-05 15:39:27,0,0,6711585090219459585,Hana 🤍,hana180897,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139545597627417371,😇,2022-09-04 15:23:26,0,0,68459097362,Linhlinh,vplinh13,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139155969011057435,@Cris 크리스,2022-09-03 14:11:25,0,0,7037770047007933441,小梅-Tiểu Mai Order China,maichiorderluxury,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139062791823246106,@em Liin giấu tên,2022-09-03 08:09:58,0,0,6599095525227708418,Mai Trang 💓,hellangel9x,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138999795330351899,@thienthien235,2022-09-03 04:05:24,0,0,6655669789950853121,quangtu79,quangtu79,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138804858710623002,@Trương Ngọc Hương,2022-09-02 15:29:00,0,0,6510421443058647042,Uchihanitaghettoan,limerence1204,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138760479945622298,🙏🏻🙏🏻🙏🏻🙏🏻🙏🏻,2022-09-02 12:36:44,0,0,6841842192978658306,Công Vũ,congvu34,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138945505745421083,"Không phải là mình nghĩ rằng đâu ạ, điều này là điều do các thầy đã dạy ( cũng như post đầy trên mạng) nên k nói là mình nghĩ rằng được.",2022-09-03 00:35:02,2,0,6600017553047912449,Fish,sallytiktok.a,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138970601838461723,"""gieo nhân gặt quả"" phải đc làm song hành liên tục, ngừng gieo nhân sẽ ko còn quả mà gặt 🥺",2022-09-03 02:12:12,2,0,6942842589729227778,ALongNhong,alongnhong,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139578841705562906,"Nếu được một cái gì đó may mắn thì bạn hãy biết ơn nhiều hơn và có thể làm điều gì đó tốt đẹp, làm việc thiện, mua quà cho bố mẹ, công đức...",2022-09-04 17:32:31,0,0,7022670745491391490,Thohoang,thohoang23.06,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139111124508033818,"Phước đức dễ tạo ra cũng dễ mất đi, nó như tiền vậy, có công đức mới khó tạo và khó mất",2022-09-03 11:17:31,0,0,6803654833401365505,Quin da ngăm,binbin_232,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139098006448669467,Thế ai chịu trách nhiệm quản lý phần phước đó vậy bạn. Nếu có thắc mắc hay sai phạm trong cách tính phước thì làm sao.,2022-09-03 10:26:36,0,0,6696650026108584961,Trịnh Trung,zalo0977444380,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139023262823383835,"chính xác, nên càng còn trẻ càng nên làm nhiều việc thiện để tích phước, tích phước để có phước làm nhiều việc thiện hơn nữa",2022-09-03 05:36:35,0,0,6521635187142459394,ăn uống heathy,thichnaunuong,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139035184322937626,"Đúng rồi đấy, Vy hiểu sâu về Phật Pháp đấy",2022-09-03 06:22:51,3,0,6818040061079520258,Hưng Phan,phanhung0906,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139851556614292250,"Nhưng nta giàu thì hưởng thụ thôi, chả lẽ vì thế mà ko dám hưởng thụ",2022-09-05 11:10:42,0,0,6780658349320061954,Rose,user1926555788536,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139030577446028059,Bắt đầu chia sẻ bậy bạ mê tín,2022-09-03 06:04:58,0,0,7107625339065664514,vuatienso,vuatienso,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139031084462277402,nói vậy Putin sao vẫn sống :),2022-09-03 06:06:59,0,0,7109710036817200130,Ba Huy,thuytuyen15591,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138852148678296346,Ôm tiền đi cúng cho thích nhật từ để phước k hao tổn đi :)),2022-09-02 18:32:42,1,0,6811149720486249474,Phúc Trần,phuctrannn,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139763590168740634,"vy học được, chứ cái này ko phải vy nghĩ ra",2022-09-05 05:29:23,0,0,6837457745580770306,peko,hanhduong.313,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139120522332455706,cái phước trong suy nghĩ của bạn đó là cái lượng tiền chứ phước nào mà vơi mà bù đắp!,2022-09-03 11:53:58,0,0,6651471179801903109,Quoc Le,quoc_le234,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138953089486177051,Không phải là chị nghĩ thế đâu. Đây là giáo lý trong Phật giáo đã nói nhiều rồi 🙂,2022-09-03 01:04:16,0,0,6812615844553393153,Hưng_bằng_lái_xe_máy,hungpccc_bang_lai_xe,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7138924640080184090,"Chính xác,còn trê mà ngộ ra điều này hay quá luôn",2022-09-02 23:14:06,0,0,6536701451048337409,Tiểu Bạch,aeoycholada,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7139106185227698971,Mình cũng luôn suy nghĩ như vậy đó Vy,2022-09-03 10:58:17,0,0,6719845787226342401,Hoà Phương Lý,may_xanh145,https://www.tiktok.com/@weshare.asia/video/7138737578051702042
7137472177535894298,"Mng gõ Guide for Study Microsoft là ra á, Tiếng Việt thì gõ tài liệu ôn thi Mos nha",2022-08-30 01:17:38,13,2,6923965777422894081,Thuy Diem Le✨,thuydiemle21,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
7137283006846993179,"Đã thi xong 2 chứng chỉ Mos word và pp, đợi nốt excel để thi nữaaa🥰",2022-08-29 13:03:25,5,3,6747100865797587970,haf._.,ramennni_,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
7137707536219652890,"nếu bạn thg xuyên sd 3 công cụ đó hằng ngày thì k khó lắm đâu mn, trừ khi bạn mún điểm tối đa thôi à 😂 cố lên nha các bạn",2022-08-30 16:30:51,3,1,7004263627574887450,Wwakkyyblablo,wwakkyyblablo,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
7137268770645394203,Mình vừa thi đậu tháng 7 . Hok khó lắm đâu mn ơi,2022-08-29 12:08:11,3,3,72296118087,Yến. Phạm ,97103620,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
7137666226990662427,mn học free bên theYoung á,2022-08-30 13:50:33,0,0,6724077490911953921,Bích Vũ,bichvu010,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
7137191150129562395,Chị có thể làm vid gt kỉ hơn đc Ko ạ 🥺,2022-08-29 07:07:01,0,0,7011040737102251035,Tihhon.ci,tihhon.ci,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
7137171129790530331,học a,2022-08-29 05:49:24,0,0,6686217415146603522,Johnny Nguyễn,ceojohnnynguyen,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
7137217924435657499,em đang cần vừa mở tiktok lên gặp chị :)) ý trời🥰,2022-08-29 08:50:55,0,1,7095037609748431873,ttkhai1011,fo4ticktok,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
7137505978833044250,Xin link học vs ạ🥰,2022-08-30 03:28:47,0,0,6956847705479414785,𝓣𝓻ươ𝓷𝓰 𝓗𝓾ỳ𝓷𝓱 𝓝𝓱ư Ý🔪,_ys.nhuw1709_,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
7137467699998835458,học ở đâu v chị,2022-08-30 01:02:04,0,1,6852650012091565057,Let’s Go,ziihoaa,https://www.tiktok.com/@thuydiemle21/video/7137163376630762778
